{'loss': 1.9695, 'learning_rate': 2.9999999999999997e-06, 'epoch': 0.0}
 94% 30/32 [00:49<00:03,  1.82s/it]
 97% 31/32 [00:49<00:01,  1.54s/it]
                                        
{'eval_loss': 1.9059109687805176, 'eval_runtime': 51.8068, 'eval_samples_per_second': 4.826, 'eval_steps_per_second': 0.618, 'epoch': 1.08}
 22% 300/1380 [45:35<2:46:13,  9.23s/it]
100% 32/32 [00:50<00:00,  1.17s/it]
                                   /usr/local/lib/python3.10/dist-packages/bitsandbytes/autograd/_functions.py:322: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.6853, 'learning_rate': 0.00025289062499999997, 'epoch': 1.09}
{'loss': 1.4819, 'learning_rate': 0.00025265624999999995, 'epoch': 1.09}
{'loss': 1.7802, 'learning_rate': 0.000252421875, 'epoch': 1.1}
{'loss': 1.3794, 'learning_rate': 0.00025218749999999997, 'epoch': 1.1}
{'loss': 1.5553, 'learning_rate': 0.00025195312499999995, 'epoch': 1.1}
{'loss': 1.6904, 'learning_rate': 0.00025171875, 'epoch': 1.11}
{'loss': 1.5875, 'learning_rate': 0.00025148437499999997, 'epoch': 1.11}
{'loss': 1.5916, 'learning_rate': 0.00025125, 'epoch': 1.11}
{'loss': 1.8271, 'learning_rate': 0.000251015625, 'epoch': 1.12}
{'loss': 1.873, 'learning_rate': 0.00025078125, 'epoch': 1.12}
{'loss': 2.0137, 'learning_rate': 0.000250546875, 'epoch': 1.12}
{'loss': 1.369, 'learning_rate': 0.0002503125, 'epoch': 1.13}
{'loss': 1.5245, 'learning_rate': 0.000250078125, 'epoch': 1.13}
{'loss': 1.2946, 'learning_rate': 0.00024984374999999996, 'epoch': 1.14}
{'loss': 2.0326, 'learning_rate': 0.000249609375, 'epoch': 1.14}
{'loss': 1.4775, 'learning_rate': 0.000249375, 'epoch': 1.14}
{'loss': 2.1164, 'learning_rate': 0.00024914062499999996, 'epoch': 1.15}
{'loss': 1.6629, 'learning_rate': 0.00024890625, 'epoch': 1.15}
{'loss': 2.0333, 'learning_rate': 0.000248671875, 'epoch': 1.15}
{'loss': 1.3611, 'learning_rate': 0.00024843749999999996, 'epoch': 1.16}
{'loss': 1.7011, 'learning_rate': 0.000248203125, 'epoch': 1.16}
{'loss': 2.1015, 'learning_rate': 0.00024796875, 'epoch': 1.16}
{'loss': 1.6905, 'learning_rate': 0.00024773437499999996, 'epoch': 1.17}
{'loss': 1.5703, 'learning_rate': 0.00024749999999999994, 'epoch': 1.17}
{'loss': 1.7658, 'learning_rate': 0.000247265625, 'epoch': 1.18}
{'loss': 1.3939, 'learning_rate': 0.00024703125, 'epoch': 1.18}
{'loss': 1.7188, 'learning_rate': 0.00024679687499999995, 'epoch': 1.18}
{'loss': 1.5924, 'learning_rate': 0.0002465625, 'epoch': 1.19}
{'loss': 1.3467, 'learning_rate': 0.00024632812499999997, 'epoch': 1.19}
{'loss': 2.0264, 'learning_rate': 0.00024609375, 'epoch': 1.19}
{'loss': 1.5908, 'learning_rate': 0.000245859375, 'epoch': 1.2}
{'loss': 1.8023, 'learning_rate': 0.00024562499999999997, 'epoch': 1.2}
{'loss': 1.7245, 'learning_rate': 0.000245390625, 'epoch': 1.2}
{'loss': 1.3436, 'learning_rate': 0.00024515625, 'epoch': 1.21}
{'loss': 1.721, 'learning_rate': 0.00024492187499999997, 'epoch': 1.21}
{'loss': 1.7933, 'learning_rate': 0.0002446875, 'epoch': 1.22}
{'loss': 1.8697, 'learning_rate': 0.000244453125, 'epoch': 1.22}
{'loss': 1.6648, 'learning_rate': 0.00024421874999999997, 'epoch': 1.22}
{'loss': 1.7403, 'learning_rate': 0.00024398437499999995, 'epoch': 1.23}
{'loss': 1.4969, 'learning_rate': 0.00024375, 'epoch': 1.23}
{'loss': 1.8563, 'learning_rate': 0.000243515625, 'epoch': 1.23}
{'loss': 1.9758, 'learning_rate': 0.00024328124999999998, 'epoch': 1.24}
{'loss': 1.5164, 'learning_rate': 0.000243046875, 'epoch': 1.24}
{'loss': 1.7952, 'learning_rate': 0.00024281249999999997, 'epoch': 1.24}
{'loss': 1.4726, 'learning_rate': 0.00024257812499999998, 'epoch': 1.25}
{'loss': 1.5585, 'learning_rate': 0.00024234375, 'epoch': 1.25}
{'loss': 1.3831, 'learning_rate': 0.00024210937499999997, 'epoch': 1.25}
{'loss': 2.0748, 'learning_rate': 0.00024187499999999998, 'epoch': 1.26}
{'loss': 1.4967, 'learning_rate': 0.00024164062499999997, 'epoch': 1.26}
{'loss': 1.4028, 'learning_rate': 0.00024140624999999998, 'epoch': 1.27}
{'loss': 2.0732, 'learning_rate': 0.00024117187499999999, 'epoch': 1.27}
{'loss': 1.3509, 'learning_rate': 0.00024093749999999997, 'epoch': 1.27}
{'loss': 1.8567, 'learning_rate': 0.00024070312499999998, 'epoch': 1.28}
{'loss': 1.2855, 'learning_rate': 0.00024046874999999996, 'epoch': 1.28}
{'loss': 2.1545, 'learning_rate': 0.00024023437499999997, 'epoch': 1.28}
{'loss': 1.6113, 'learning_rate': 0.00023999999999999998, 'epoch': 1.29}
{'loss': 1.7563, 'learning_rate': 0.00023976562499999996, 'epoch': 1.29}
{'loss': 2.0319, 'learning_rate': 0.00023953125, 'epoch': 1.29}
{'loss': 1.8391, 'learning_rate': 0.00023929687499999995, 'epoch': 1.3}
{'loss': 1.9113, 'learning_rate': 0.0002390625, 'epoch': 1.3}
{'loss': 1.7897, 'learning_rate': 0.000238828125, 'epoch': 1.31}
{'loss': 1.5174, 'learning_rate': 0.00023859374999999998, 'epoch': 1.31}
{'loss': 1.2233, 'learning_rate': 0.000238359375, 'epoch': 1.31}
{'loss': 1.5026, 'learning_rate': 0.00023812499999999997, 'epoch': 1.32}
{'loss': 1.6856, 'learning_rate': 0.00023789062499999998, 'epoch': 1.32}
{'loss': 1.8725, 'learning_rate': 0.00023765625, 'epoch': 1.32}
{'loss': 1.6715, 'learning_rate': 0.00023742187499999998, 'epoch': 1.33}
{'loss': 1.8071, 'learning_rate': 0.00023718749999999999, 'epoch': 1.33}
{'loss': 1.731, 'learning_rate': 0.00023695312499999997, 'epoch': 1.33}
{'loss': 1.8854, 'learning_rate': 0.00023671874999999998, 'epoch': 1.34}
{'loss': 1.5578, 'learning_rate': 0.000236484375, 'epoch': 1.34}
{'loss': 1.5704, 'learning_rate': 0.00023624999999999997, 'epoch': 1.35}
{'loss': 1.5526, 'learning_rate': 0.00023601562499999998, 'epoch': 1.35}
{'loss': 1.5761, 'learning_rate': 0.00023578124999999996, 'epoch': 1.35}
{'loss': 1.3378, 'learning_rate': 0.00023554687499999997, 'epoch': 1.36}
{'loss': 1.7095, 'learning_rate': 0.00023531249999999998, 'epoch': 1.36}
{'loss': 2.0965, 'learning_rate': 0.00023507812499999996, 'epoch': 1.36}
{'loss': 1.27, 'learning_rate': 0.00023484375, 'epoch': 1.37}
{'loss': 1.3293, 'learning_rate': 0.00023460937499999995, 'epoch': 1.37}
{'loss': 1.8152, 'learning_rate': 0.000234375, 'epoch': 1.37}
{'loss': 2.0284, 'learning_rate': 0.000234140625, 'epoch': 1.38}
{'loss': 1.5796, 'learning_rate': 0.00023390624999999998, 'epoch': 1.38}
{'loss': 1.7829, 'learning_rate': 0.000233671875, 'epoch': 1.39}
{'loss': 2.05, 'learning_rate': 0.00023343749999999998, 'epoch': 1.39}
{'loss': 1.8922, 'learning_rate': 0.00023320312499999998, 'epoch': 1.39}
{'loss': 1.711, 'learning_rate': 0.00023296875, 'epoch': 1.4}
{'loss': 1.6787, 'learning_rate': 0.00023273437499999998, 'epoch': 1.4}
{'loss': 1.7968, 'learning_rate': 0.00023249999999999999, 'epoch': 1.4}
{'loss': 1.4382, 'learning_rate': 0.00023226562499999997, 'epoch': 1.41}
{'loss': 1.5225, 'learning_rate': 0.00023203124999999998, 'epoch': 1.41}
{'loss': 1.2649, 'learning_rate': 0.000231796875, 'epoch': 1.41}
{'loss': 1.5383, 'learning_rate': 0.00023156249999999997, 'epoch': 1.42}
{'loss': 1.8832, 'learning_rate': 0.00023132812499999998, 'epoch': 1.42}
{'loss': 1.1265, 'learning_rate': 0.00023109374999999996, 'epoch': 1.42}
{'loss': 2.3094, 'learning_rate': 0.00023085937499999997, 'epoch': 1.43}
{'loss': 1.8585, 'learning_rate': 0.00023062499999999998, 'epoch': 1.43}
{'loss': 1.9206, 'learning_rate': 0.00023039062499999996, 'epoch': 1.44}
{'loss': 1.5084, 'learning_rate': 0.00023015624999999997, 'epoch': 1.44}
{'loss': 1.6363, 'learning_rate': 0.00022992187499999996, 'epoch': 1.44}
{'loss': 1.5193, 'learning_rate': 0.0002296875, 'epoch': 1.45}
{'loss': 1.4043, 'learning_rate': 0.000229453125, 'epoch': 1.45}
{'loss': 1.3297, 'learning_rate': 0.00022921874999999998, 'epoch': 1.45}
{'loss': 1.6087, 'learning_rate': 0.000228984375, 'epoch': 1.46}
{'loss': 1.5679, 'learning_rate': 0.00022874999999999998, 'epoch': 1.46}
{'loss': 1.6735, 'learning_rate': 0.00022851562499999999, 'epoch': 1.46}
{'loss': 1.9272, 'learning_rate': 0.00022828125, 'epoch': 1.47}
{'loss': 1.5455, 'learning_rate': 0.00022804687499999998, 'epoch': 1.47}
{'loss': 1.6819, 'learning_rate': 0.0002278125, 'epoch': 1.48}
{'loss': 1.5275, 'learning_rate': 0.00022757812499999997, 'epoch': 1.48}
{'loss': 2.2804, 'learning_rate': 0.00022734374999999998, 'epoch': 1.48}
{'loss': 1.8059, 'learning_rate': 0.000227109375, 'epoch': 1.49}
{'loss': 1.9009, 'learning_rate': 0.00022687499999999997, 'epoch': 1.49}
{'loss': 1.6183, 'learning_rate': 0.00022664062499999998, 'epoch': 1.49}
{'loss': 1.7296, 'learning_rate': 0.00022640624999999996, 'epoch': 1.5}
{'loss': 1.8364, 'learning_rate': 0.00022617187499999997, 'epoch': 1.5}
{'loss': 1.7575, 'learning_rate': 0.00022593749999999998, 'epoch': 1.5}
{'loss': 1.361, 'learning_rate': 0.00022570312499999997, 'epoch': 1.51}
{'loss': 1.7136, 'learning_rate': 0.00022546874999999997, 'epoch': 1.51}
{'loss': 1.9876, 'learning_rate': 0.00022523437499999996, 'epoch': 1.52}
{'loss': 1.4031, 'learning_rate': 0.000225, 'epoch': 1.52}
{'loss': 1.4681, 'learning_rate': 0.000224765625, 'epoch': 1.52}
{'loss': 1.5234, 'learning_rate': 0.00022453124999999999, 'epoch': 1.53}
{'loss': 1.5819, 'learning_rate': 0.000224296875, 'epoch': 1.53}
{'loss': 1.7604, 'learning_rate': 0.00022406249999999998, 'epoch': 1.53}
{'loss': 1.4133, 'learning_rate': 0.000223828125, 'epoch': 1.54}
{'loss': 1.5665, 'learning_rate': 0.00022359375, 'epoch': 1.54}
{'loss': 1.3908, 'learning_rate': 0.00022335937499999998, 'epoch': 1.54}
{'loss': 1.8279, 'learning_rate': 0.000223125, 'epoch': 1.55}
{'loss': 1.4503, 'learning_rate': 0.00022289062499999997, 'epoch': 1.55}
{'loss': 1.7203, 'learning_rate': 0.00022265624999999998, 'epoch': 1.56}
{'loss': 1.4766, 'learning_rate': 0.000222421875, 'epoch': 1.56}
{'loss': 1.8265, 'learning_rate': 0.00022218749999999997, 'epoch': 1.56}
{'loss': 2.2093, 'learning_rate': 0.00022195312499999998, 'epoch': 1.57}
{'loss': 1.4511, 'learning_rate': 0.00022171874999999996, 'epoch': 1.57}
{'loss': 1.6319, 'learning_rate': 0.00022148437499999997, 'epoch': 1.57}
{'loss': 1.6205, 'learning_rate': 0.00022124999999999998, 'epoch': 1.58}
{'loss': 1.4057, 'learning_rate': 0.00022101562499999997, 'epoch': 1.58}
{'loss': 1.3909, 'learning_rate': 0.00022078124999999998, 'epoch': 1.58}
{'loss': 1.7864, 'learning_rate': 0.00022054687499999996, 'epoch': 1.59}
{'loss': 1.5021, 'learning_rate': 0.00022031249999999997, 'epoch': 1.59}
{'loss': 1.4211, 'learning_rate': 0.000220078125, 'epoch': 1.59}
{'loss': 1.3372, 'learning_rate': 0.00021984375, 'epoch': 1.6}
{'loss': 1.6091, 'learning_rate': 0.000219609375, 'epoch': 1.6}
{'loss': 1.3731, 'learning_rate': 0.00021937499999999998, 'epoch': 1.61}
{'loss': 1.758, 'learning_rate': 0.000219140625, 'epoch': 1.61}
{'loss': 1.3547, 'learning_rate': 0.00021890625, 'epoch': 1.61}
{'loss': 1.3925, 'learning_rate': 0.00021867187499999998, 'epoch': 1.62}
{'loss': 1.6655, 'learning_rate': 0.0002184375, 'epoch': 1.62}
{'loss': 1.5865, 'learning_rate': 0.00021820312499999997, 'epoch': 1.62}
{'loss': 1.5204, 'learning_rate': 0.00021796874999999998, 'epoch': 1.63}
 33% 450/1380 [1:07:18<2:32:16,  9.82s/it]
  0% 0/32 [00:00<?, ?it/s]
  6% 2/32 [00:01<00:15,  1.93it/s]
  9% 3/32 [00:03<00:32,  1.12s/it]
 12% 4/32 [00:04<00:31,  1.13s/it]
 16% 5/32 [00:05<00:32,  1.19s/it]
 19% 6/32 [00:10<01:05,  2.51s/it]
 22% 7/32 [00:13<01:07,  2.69s/it]
 25% 8/32 [00:14<00:52,  2.19s/it]
 28% 9/32 [00:17<00:54,  2.36s/it]
 31% 10/32 [00:19<00:48,  2.21s/it]
 34% 11/32 [00:22<00:53,  2.55s/it]
 38% 12/32 [00:24<00:47,  2.37s/it]
 41% 13/32 [00:26<00:40,  2.12s/it]
 44% 14/32 [00:27<00:34,  1.90s/it]
 47% 15/32 [00:28<00:28,  1.70s/it]
 50% 16/32 [00:29<00:22,  1.41s/it]
 53% 17/32 [00:30<00:19,  1.29s/it]
 56% 18/32 [00:31<00:18,  1.29s/it]
 59% 19/32 [00:32<00:14,  1.13s/it]
 62% 20/32 [00:34<00:16,  1.41s/it]
 66% 21/32 [00:35<00:13,  1.23s/it]
 69% 22/32 [00:36<00:12,  1.24s/it]
 72% 23/32 [00:39<00:13,  1.55s/it]
 75% 24/32 [00:40<00:10,  1.37s/it]
 78% 25/32 [00:40<00:08,  1.24s/it]
 81% 26/32 [00:41<00:06,  1.12s/it]
 84% 27/32 [00:43<00:06,  1.33s/it]
 88% 28/32 [00:44<00:05,  1.34s/it]
 91% 29/32 [00:45<00:03,  1.18s/it]
 94% 30/32 [00:49<00:03,  1.82s/it]
 97% 31/32 [00:49<00:01,  1.54s/it]
                                          
{'eval_loss': 1.8992358446121216, 'eval_runtime': 51.7787, 'eval_samples_per_second': 4.828, 'eval_steps_per_second': 0.618, 'epoch': 1.63}
 33% 450/1380 [1:08:09<2:32:16,  9.82s/it]
100% 32/32 [00:50<00:00,  1.17s/it]
                                   /usr/local/lib/python3.10/dist-packages/bitsandbytes/autograd/_functions.py:322: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.8251, 'learning_rate': 0.000217734375, 'epoch': 1.63}
{'loss': 1.3566, 'learning_rate': 0.00021749999999999997, 'epoch': 1.63}
{'loss': 1.4838, 'learning_rate': 0.00021726562499999998, 'epoch': 1.64}
{'loss': 1.6263, 'learning_rate': 0.00021703124999999997, 'epoch': 1.64}
{'loss': 1.4752, 'learning_rate': 0.00021679687499999998, 'epoch': 1.65}
{'loss': 1.8826, 'learning_rate': 0.00021656249999999999, 'epoch': 1.65}
{'loss': 1.909, 'learning_rate': 0.00021632812499999997, 'epoch': 1.65}
{'loss': 1.8188, 'learning_rate': 0.00021609374999999998, 'epoch': 1.66}
{'loss': 1.6524, 'learning_rate': 0.00021585937499999996, 'epoch': 1.66}
{'loss': 2.0585, 'learning_rate': 0.00021562499999999997, 'epoch': 1.66}
{'loss': 1.4921, 'learning_rate': 0.000215390625, 'epoch': 1.67}
{'loss': 1.8321, 'learning_rate': 0.00021515624999999996, 'epoch': 1.67}
{'loss': 1.7871, 'learning_rate': 0.000214921875, 'epoch': 1.67}
{'loss': 1.785, 'learning_rate': 0.00021468749999999998, 'epoch': 1.68}
{'loss': 1.6585, 'learning_rate': 0.000214453125, 'epoch': 1.68}
{'loss': 1.7733, 'learning_rate': 0.00021421875, 'epoch': 1.69}
{'loss': 1.4939, 'learning_rate': 0.00021398437499999998, 'epoch': 1.69}
{'loss': 1.8174, 'learning_rate': 0.00021375, 'epoch': 1.69}
{'loss': 1.1343, 'learning_rate': 0.00021351562499999997, 'epoch': 1.7}
{'loss': 1.6208, 'learning_rate': 0.00021328124999999998, 'epoch': 1.7}
{'loss': 1.6018, 'learning_rate': 0.000213046875, 'epoch': 1.7}
{'loss': 1.5625, 'learning_rate': 0.00021281249999999998, 'epoch': 1.71}
{'loss': 1.6094, 'learning_rate': 0.00021257812499999998, 'epoch': 1.71}
{'loss': 1.2464, 'learning_rate': 0.00021234374999999997, 'epoch': 1.71}
{'loss': 1.7829, 'learning_rate': 0.00021210937499999998, 'epoch': 1.72}
{'loss': 1.5521, 'learning_rate': 0.000211875, 'epoch': 1.72}
{'loss': 1.4347, 'learning_rate': 0.00021164062499999997, 'epoch': 1.73}
{'loss': 1.6956, 'learning_rate': 0.00021140624999999998, 'epoch': 1.73}
{'loss': 1.7763, 'learning_rate': 0.00021117187499999996, 'epoch': 1.73}
{'loss': 1.9866, 'learning_rate': 0.00021093749999999997, 'epoch': 1.74}
{'loss': 1.3385, 'learning_rate': 0.000210703125, 'epoch': 1.74}
{'loss': 1.9464, 'learning_rate': 0.00021046874999999996, 'epoch': 1.74}
{'loss': 1.5309, 'learning_rate': 0.000210234375, 'epoch': 1.75}
{'loss': 1.5378, 'learning_rate': 0.00020999999999999998, 'epoch': 1.75}
{'loss': 1.8857, 'learning_rate': 0.000209765625, 'epoch': 1.75}
{'loss': 1.3994, 'learning_rate': 0.00020953125, 'epoch': 1.76}
{'loss': 1.6688, 'learning_rate': 0.00020929687499999998, 'epoch': 1.76}
{'loss': 1.5578, 'learning_rate': 0.0002090625, 'epoch': 1.76}
{'loss': 1.6548, 'learning_rate': 0.00020882812499999998, 'epoch': 1.77}
{'loss': 1.4288, 'learning_rate': 0.00020859374999999998, 'epoch': 1.77}
{'loss': 1.7754, 'learning_rate': 0.000208359375, 'epoch': 1.78}
{'loss': 1.7272, 'learning_rate': 0.00020812499999999998, 'epoch': 1.78}
{'loss': 1.4469, 'learning_rate': 0.00020789062499999999, 'epoch': 1.78}
{'loss': 1.4143, 'learning_rate': 0.00020765624999999997, 'epoch': 1.79}
{'loss': 1.5217, 'learning_rate': 0.00020742187499999998, 'epoch': 1.79}
{'loss': 2.1471, 'learning_rate': 0.0002071875, 'epoch': 1.79}
{'loss': 1.7418, 'learning_rate': 0.00020695312499999997, 'epoch': 1.8}
{'loss': 1.6433, 'learning_rate': 0.00020671874999999998, 'epoch': 1.8}
{'loss': 1.2992, 'learning_rate': 0.00020648437499999996, 'epoch': 1.8}
{'loss': 2.1221, 'learning_rate': 0.00020624999999999997, 'epoch': 1.81}
{'loss': 1.5916, 'learning_rate': 0.000206015625, 'epoch': 1.81}
{'loss': 1.976, 'learning_rate': 0.00020578124999999996, 'epoch': 1.82}
{'loss': 1.7968, 'learning_rate': 0.000205546875, 'epoch': 1.82}
{'loss': 1.7359, 'learning_rate': 0.00020531249999999996, 'epoch': 1.82}
{'loss': 1.774, 'learning_rate': 0.000205078125, 'epoch': 1.83}
{'loss': 1.8975, 'learning_rate': 0.00020484375, 'epoch': 1.83}
{'loss': 2.1004, 'learning_rate': 0.00020460937499999998, 'epoch': 1.83}
{'loss': 1.5801, 'learning_rate': 0.000204375, 'epoch': 1.84}
{'loss': 1.4225, 'learning_rate': 0.00020414062499999998, 'epoch': 1.84}
{'loss': 1.8269, 'learning_rate': 0.00020390624999999999, 'epoch': 1.84}
{'loss': 1.8642, 'learning_rate': 0.000203671875, 'epoch': 1.85}
{'loss': 1.7369, 'learning_rate': 0.00020343749999999998, 'epoch': 1.85}
{'loss': 2.1488, 'learning_rate': 0.000203203125, 'epoch': 1.86}
{'loss': 2.0548, 'learning_rate': 0.00020296874999999997, 'epoch': 1.86}
{'loss': 1.6391, 'learning_rate': 0.00020273437499999998, 'epoch': 1.86}
{'loss': 1.6892, 'learning_rate': 0.0002025, 'epoch': 1.87}
{'loss': 1.6186, 'learning_rate': 0.00020226562499999997, 'epoch': 1.87}
{'loss': 2.1251, 'learning_rate': 0.00020203124999999998, 'epoch': 1.87}
{'loss': 1.8799, 'learning_rate': 0.00020179687499999996, 'epoch': 1.88}
{'loss': 1.9177, 'learning_rate': 0.00020156249999999997, 'epoch': 1.88}
{'loss': 1.8123, 'learning_rate': 0.00020132812499999998, 'epoch': 1.88}
{'loss': 1.5467, 'learning_rate': 0.00020109374999999997, 'epoch': 1.89}
{'loss': 1.2375, 'learning_rate': 0.000200859375, 'epoch': 1.89}
{'loss': 1.2467, 'learning_rate': 0.00020062499999999996, 'epoch': 1.9}
{'loss': 1.6411, 'learning_rate': 0.000200390625, 'epoch': 1.9}
{'loss': 1.4739, 'learning_rate': 0.00020015625, 'epoch': 1.9}
{'loss': 1.3266, 'learning_rate': 0.00019992187499999999, 'epoch': 1.91}
{'loss': 1.8299, 'learning_rate': 0.0001996875, 'epoch': 1.91}
{'loss': 1.8162, 'learning_rate': 0.00019945312499999998, 'epoch': 1.91}
{'loss': 1.6321, 'learning_rate': 0.00019921875, 'epoch': 1.92}
{'loss': 1.5012, 'learning_rate': 0.000198984375, 'epoch': 1.92}
{'loss': 1.6175, 'learning_rate': 0.00019874999999999998, 'epoch': 1.92}
{'loss': 1.7256, 'learning_rate': 0.000198515625, 'epoch': 1.93}
{'loss': 1.777, 'learning_rate': 0.00019828124999999997, 'epoch': 1.93}
{'loss': 1.6715, 'learning_rate': 0.00019804687499999998, 'epoch': 1.93}
{'loss': 1.574, 'learning_rate': 0.0001978125, 'epoch': 1.94}
{'loss': 1.3592, 'learning_rate': 0.00019757812499999997, 'epoch': 1.94}
{'loss': 1.3836, 'learning_rate': 0.00019734374999999998, 'epoch': 1.95}
{'loss': 1.5263, 'learning_rate': 0.00019710937499999996, 'epoch': 1.95}
{'loss': 1.3783, 'learning_rate': 0.00019687499999999997, 'epoch': 1.95}
{'loss': 1.6026, 'learning_rate': 0.00019664062499999998, 'epoch': 1.96}
{'loss': 2.087, 'learning_rate': 0.00019640624999999997, 'epoch': 1.96}
{'loss': 1.6633, 'learning_rate': 0.000196171875, 'epoch': 1.96}
{'loss': 1.7094, 'learning_rate': 0.00019593749999999996, 'epoch': 1.97}
{'loss': 2.0643, 'learning_rate': 0.000195703125, 'epoch': 1.97}
{'loss': 1.9991, 'learning_rate': 0.00019546875, 'epoch': 1.97}
{'loss': 1.7887, 'learning_rate': 0.000195234375, 'epoch': 1.98}
{'loss': 2.1408, 'learning_rate': 0.000195, 'epoch': 1.98}
{'loss': 1.4444, 'learning_rate': 0.00019476562499999998, 'epoch': 1.99}
{'loss': 1.3244, 'learning_rate': 0.00019453125, 'epoch': 1.99}
{'loss': 1.7117, 'learning_rate': 0.000194296875, 'epoch': 1.99}
{'loss': 1.6246, 'learning_rate': 0.00019406249999999998, 'epoch': 2.0}
{'loss': 2.224, 'learning_rate': 0.000193828125, 'epoch': 2.0}
{'loss': 1.9732, 'learning_rate': 0.00019359374999999997, 'epoch': 2.0}
{'loss': 1.9376, 'learning_rate': 0.00019335937499999998, 'epoch': 2.01}
{'loss': 1.8147, 'learning_rate': 0.000193125, 'epoch': 2.01}
{'loss': 1.1088, 'learning_rate': 0.00019289062499999997, 'epoch': 2.01}
{'loss': 1.5478, 'learning_rate': 0.00019265624999999998, 'epoch': 2.02}
{'loss': 1.3363, 'learning_rate': 0.00019242187499999997, 'epoch': 2.02}
{'loss': 1.8852, 'learning_rate': 0.00019218749999999998, 'epoch': 2.03}
{'loss': 1.5488, 'learning_rate': 0.00019195312499999999, 'epoch': 2.03}
{'loss': 1.8609, 'learning_rate': 0.00019171874999999997, 'epoch': 2.03}
{'loss': 1.7708, 'learning_rate': 0.00019148437499999998, 'epoch': 2.04}
{'loss': 1.08, 'learning_rate': 0.00019124999999999996, 'epoch': 2.04}
{'loss': 1.5293, 'learning_rate': 0.000191015625, 'epoch': 2.04}
{'loss': 1.7628, 'learning_rate': 0.00019078125, 'epoch': 2.05}
{'loss': 1.6226, 'learning_rate': 0.000190546875, 'epoch': 2.05}
{'loss': 1.264, 'learning_rate': 0.0001903125, 'epoch': 2.05}
{'loss': 1.5348, 'learning_rate': 0.00019007812499999998, 'epoch': 2.06}
{'loss': 1.7752, 'learning_rate': 0.00018984375, 'epoch': 2.06}
{'loss': 1.5351, 'learning_rate': 0.000189609375, 'epoch': 2.07}
{'loss': 1.9939, 'learning_rate': 0.00018937499999999998, 'epoch': 2.07}
{'loss': 1.7907, 'learning_rate': 0.000189140625, 'epoch': 2.07}
{'loss': 1.3019, 'learning_rate': 0.00018890624999999997, 'epoch': 2.08}
{'loss': 1.6577, 'learning_rate': 0.00018867187499999998, 'epoch': 2.08}
{'loss': 1.5497, 'learning_rate': 0.0001884375, 'epoch': 2.08}
{'loss': 1.5381, 'learning_rate': 0.00018820312499999998, 'epoch': 2.09}
{'loss': 1.9266, 'learning_rate': 0.00018796874999999998, 'epoch': 2.09}
{'loss': 1.5885, 'learning_rate': 0.00018773437499999997, 'epoch': 2.09}
{'loss': 1.4512, 'learning_rate': 0.00018749999999999998, 'epoch': 2.1}
{'loss': 1.6515, 'learning_rate': 0.00018726562499999999, 'epoch': 2.1}
{'loss': 1.4381, 'learning_rate': 0.00018703124999999997, 'epoch': 2.1}
{'loss': 1.5896, 'learning_rate': 0.00018679687499999998, 'epoch': 2.11}
{'loss': 1.6496, 'learning_rate': 0.00018656249999999996, 'epoch': 2.11}
{'loss': 1.5321, 'learning_rate': 0.00018632812499999997, 'epoch': 2.12}
{'loss': 1.4755, 'learning_rate': 0.00018609375, 'epoch': 2.12}
{'loss': 1.1744, 'learning_rate': 0.000185859375, 'epoch': 2.12}
{'loss': 1.2707, 'learning_rate': 0.000185625, 'epoch': 2.13}
{'loss': 1.7822, 'learning_rate': 0.00018539062499999998, 'epoch': 2.13}
{'loss': 1.5975, 'learning_rate': 0.00018515625, 'epoch': 2.13}
{'loss': 1.8219, 'learning_rate': 0.000184921875, 'epoch': 2.14}
{'loss': 1.7625, 'learning_rate': 0.00018468749999999998, 'epoch': 2.14}
{'loss': 1.2663, 'learning_rate': 0.000184453125, 'epoch': 2.14}
{'loss': 1.6827, 'learning_rate': 0.00018421874999999997, 'epoch': 2.15}
{'loss': 1.3284, 'learning_rate': 0.00018398437499999998, 'epoch': 2.15}
{'loss': 1.5087, 'learning_rate': 0.00018375, 'epoch': 2.16}
{'loss': 1.5793, 'learning_rate': 0.00018351562499999998, 'epoch': 2.16}
{'loss': 1.2319, 'learning_rate': 0.00018328124999999999, 'epoch': 2.16}
{'loss': 1.2258, 'learning_rate': 0.00018304687499999997, 'epoch': 2.17}
{'loss': 1.5392, 'learning_rate': 0.00018281249999999998, 'epoch': 2.17}
 43% 600/1380 [1:30:15<1:45:29,  8.12s/it]
  0% 0/32 [00:00<?, ?it/s]
  6% 2/32 [00:01<00:15,  1.93it/s]
  9% 3/32 [00:02<00:32,  1.12s/it]
 12% 4/32 [00:04<00:31,  1.12s/it]
 16% 5/32 [00:05<00:32,  1.19s/it]
 19% 6/32 [00:10<01:05,  2.51s/it]
 22% 7/32 [00:13<01:07,  2.69s/it]
 25% 8/32 [00:14<00:52,  2.19s/it]
 28% 9/32 [00:17<00:54,  2.36s/it]
 31% 10/32 [00:19<00:48,  2.21s/it]
 34% 11/32 [00:22<00:53,  2.56s/it]
